,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
21,0.0018918514251708984,0.0005693435668945312,0.0,0.0,mse,100,None,2,2,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 2, 'min_samples_split': 2}",,,,,75
22,0.0030051469802856445,0.0006257295608520508,0.0,0.0,mse,100,None,2,19,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 2, 'min_samples_split': 19}",,,,,76
23,0.002596139907836914,0.0012047290802001953,0.0,0.0,mse,100,None,2,18,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 2, 'min_samples_split': 18}",,,,,77
24,0.0021483898162841797,0.0007197856903076172,0.0,0.0,mse,100,None,15,2,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 15, 'min_samples_split': 2}",,,,,78
25,0.001421809196472168,0.00015652179718017578,0.0,0.0,mse,100,None,15,19,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 15, 'min_samples_split': 19}",,,,,79
26,0.0029778480529785156,0.0007774829864501953,0.0,0.0,mse,100,None,15,18,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 15, 'min_samples_split': 18}",,,,,107
27,0.19665563106536865,0.002024054527282715,0.003263235092163086,6.4373016357421875e-06,mse,100,auto,1,2,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9927342060530951,0.9925085101815683,0.9926213581173318,0.00011284793576343821,3
28,0.16547000408172607,0.0006173849105834961,0.0027278661727905273,6.794929504394531e-06,mse,100,auto,1,19,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 19}",0.990528380588171,0.9906753357028119,0.9906018581454914,7.347755732040051e-05,11
29,0.1686168909072876,0.0008426904678344727,0.0027652978897094727,4.303455352783203e-05,mse,100,auto,1,18,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 18}",0.9909537424282133,0.9907976486878172,0.9908756955580152,7.804687019807854e-05,7
30,0.17996716499328613,0.0026633739471435547,0.0029088258743286133,1.6570091247558594e-05,mse,100,auto,2,2,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",0.99295919353901,0.9928329809619447,0.9928960872504773,6.310628853262168e-05,1
31,0.1515200138092041,0.0005805492401123047,0.0025216341018676758,8.881092071533203e-05,mse,100,auto,2,19,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 19}",0.9906300632744495,0.9907158550166152,0.9906729591455323,4.289587108285975e-05,9
